row_type,run_id,dataset_tag,driver_id_hash,source_file_hash,line_no,step,action,wait_reason,query_k,query_minutes,returned_count,actionable_after_query,positive_net_count,missed_window_risk,top_candidate_expired_or_unreachable_count,query_minutes_per_positive_candidate,query_reward,preference_deadline_risk,best_order_net,best_order_per_hour,best_take_id_hash,best_take_delta_official_net_estimate,best_reposition_delta_estimate,contributes_continuous_rest,contributes_full_rest_day,contributes_appointment,contributes_market_timing,contributes_endgame_safety,wait_lock_bug,top20_take_hashes,hard_filter_reasons,reposition_value,qwen_compile_calls
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,53,53,wait,,100,10,100,38,33,61,61,0.3,611.58,27.68,626.58,49.56,,,,,,,,,,,"{""filter_load_window_unreachable"":60,""filter_not_online"":1,""filter_remove_slack_too_short"":1,""rest_window_overlap"":38}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,53,53,wait,daily_rest_guard,100,10,100,38,33,61,61,0.3,611.58,27.68,626.58,49.56,5e07ddbbabd5,-34194.98,0.0,True,False,False,False,False,False,5e07ddbbabd5;d6e5e15bf329;bd6b288ab17e;458bbb15cd40;25198fdfcbb3;d4fd52585485;848f1f74879b;f7b5b9579be2;ccc781e1fb4e;31030ab2c058;944cddff223f;d4548bbe74ef;b416098a97ab;1ac272ab874a;290181a1d9e0;cf72e500cf15;9dd02826ca02;a12abea2d757;d6d4eb1f2573;18f9d2364594,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,54,54,take_order,,100,10,100,16,13,75,67,0.77,611.58,28.29,626.58,44.92,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":58,""filter_not_online"":9,""filter_remove_slack_too_short"":17,""rest_window_overlap"":3}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,55,55,wait,,100,10,100,44,38,53,49,0.26,584.11,29.25,599.11,45.03,,,,,,,,,,,"{""filter_load_window_unreachable"":46,""filter_not_online"":3,""filter_remove_slack_too_short"":7,""rest_window_overlap"":44}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,55,55,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,44,38,53,49,0.26,584.11,29.25,599.11,45.03,716f3fb827fe,-34372.69,0.0,False,False,False,False,False,False,716f3fb827fe;83e5d65d0c5a;3dcd33afb3db;2f95b5cad810;53ce5387dece;33cd7cf21ac0;0ebec47c2bb2;eecfba48331a;f79daf5c32d2;a1fafe0b7bcd;46c48ee4c27e;2ddc53dbf25b;0f9a79465bbd;a669c10672dd;25363455f632;bfda32c9a3ff;c8d78e118286;44fb39759f52;dc5798448f0b;d0ba17d5d583,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,56,56,wait,,100,10,100,44,41,54,51,0.24,937.41,29.47,952.41,41.27,,,,,,,,,,,"{""filter_load_window_unreachable"":49,""filter_not_online"":2,""filter_remove_slack_too_short"":5,""rest_window_overlap"":44}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,56,56,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,44,41,54,51,0.24,937.41,29.47,952.41,41.27,83e5d65d0c5a,-34608.75,0.0,False,False,False,False,False,False,83e5d65d0c5a;3dcd33afb3db;914cd624a2bf;eecfba48331a;46c48ee4c27e;f1f03ac87de8;4516a659581a;0f9a79465bbd;a669c10672dd;c0610c7d3a29;bfda32c9a3ff;c8d78e118286;44fb39759f52;be229fa3b218;a2f2ac0a640f;94380f856e48;2fe7ac82e045;ce557bc51e13;98572ab8f578;821e1fd5941b,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,57,57,wait,,100,10,100,48,45,52,51,0.22,937.41,29.68,952.41,41.27,,,,,,,,,,,"{""filter_load_window_unreachable"":51,""filter_remove_slack_too_short"":1,""rest_window_overlap"":48}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,57,57,wait,periodic_full_rest_guard,100,10,100,48,45,52,51,0.22,937.41,29.68,952.41,41.27,eecfba48331a,-34426.55,0.0,True,True,False,False,False,False,eecfba48331a;46c48ee4c27e;83e5d65d0c5a;3dcd33afb3db;4516a659581a;914cd624a2bf;c0610c7d3a29;f1f03ac87de8;a669c10672dd;bfda32c9a3ff;0f9a79465bbd;c8d78e118286;44fb39759f52;be229fa3b218;a2f2ac0a640f;94380f856e48;2fe7ac82e045;98572ab8f578;821e1fd5941b;fe560ed7a316,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,58,58,wait,,200,20,200,92,77,106,106,0.26,739.81,31.44,769.81,42.82,,,,,,,,,,,"{""filter_load_window_unreachable"":104,""filter_not_online"":2,""filter_remove_slack_too_short"":2,""rest_window_overlap"":92}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,58,58,wait,daily_rest_guard,200,20,200,92,77,106,106,0.26,739.81,31.44,769.81,42.82,0a4f17a4ab54,-27295.55,0.0,True,False,False,False,False,False,0a4f17a4ab54;313ce3df7efa;40ad2731065b;bf34c4508ecf;2e1b5cb22d04;633926c80d6d;8a537214a39b;442292533b2e;fc4f9c9aa26d;653b4c9e9c0d;ccdcf52ce932;286b71b5989e;9cf2a11faf2f;49fdb25f5c32;596400352ec4;08a4d033d705;728f38e0c57b;0a6d27f42143;e9625e8c6170;cf4cc720f07f,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,59,59,take_order,,200,20,200,53,34,135,122,0.59,717.35,32.17,747.35,59.76,,,,,,,,,,,"{""below_direct_net_threshold"":9,""filter_load_window_unreachable"":110,""filter_not_online"":12,""filter_remove_slack_too_short"":25,""rest_window_overlap"":23,""severe_negative_net"":2}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,60,60,take_order,,100,10,100,52,38,44,32,0.26,968.42,32.79,983.42,70.02,,,,,,,,,,,"{""filter_load_window_unreachable"":28,""filter_not_online"":4,""filter_remove_slack_too_short"":16,""rest_window_overlap"":49}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,61,61,wait,,100,10,100,45,42,55,54,0.24,990.62,33.35,1005.62,44.89,,,,,,,,,,,"{""filter_load_window_unreachable"":54,""filter_remove_slack_too_short"":1,""rest_window_overlap"":45}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,61,61,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,45,42,55,54,0.24,990.62,33.35,1005.62,44.89,477c4e702d8a,-34367.91,0.0,False,False,False,False,False,False,477c4e702d8a;5fb9dab1d871;a59eaf36a590;313d74a4d36e;3f0407178412;6e789e95e7ed;f9f693cd499f;e86a5192b55a;2b09761262ce;1f8837d7f2a3;8b295d24b4f0;9c39b3b7d54a;12f500b62a3e;13ffe064ff48;c780c5480a41;da42f413f9dd;4afc3702b118;3d1fb61e32bc;de0d00406a91;fabeeb9f0e3f,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,62,62,wait,,100,10,100,46,44,54,54,0.23,990.62,33.56,1005.62,45.18,,,,,,,,,,,"{""filter_load_window_unreachable"":54,""rest_window_overlap"":46}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,62,62,wait,daily_rest_guard,100,10,100,46,44,54,54,0.23,990.62,33.56,1005.62,45.18,3f0407178412,-34270.1,0.0,True,False,False,False,False,False,3f0407178412;477c4e702d8a;6e789e95e7ed;5fb9dab1d871;a59eaf36a590;313d74a4d36e;f9f693cd499f;e86a5192b55a;2b09761262ce;1f8837d7f2a3;9c39b3b7d54a;e7ef1e62755a;13ffe064ff48;12f500b62a3e;c780c5480a41;da42f413f9dd;4afc3702b118;3d1fb61e32bc;8b295d24b4f0;de0d00406a91,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,63,63,take_order,,100,10,100,34,31,61,52,0.32,704.73,34.09,719.73,67.04,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":47,""filter_not_online"":5,""filter_remove_slack_too_short"":14,""rest_window_overlap"":15,""severe_negative_net"":1}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,64,64,wait,,100,10,100,38,26,59,57,0.38,512.85,34.95,527.85,45.23,,,,,,,,,,,"{""filter_load_window_unreachable"":54,""filter_not_online"":3,""filter_remove_slack_too_short"":5,""rest_window_overlap"":38}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,64,64,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,38,26,59,57,0.38,512.85,34.95,527.85,45.23,f1844149d026,-34268.46,0.0,False,False,False,False,False,False,f1844149d026;690c107cfd90;dc1721d4c918;6c13aefe3602;641236298745;db4328502577;e0b4f1e99758;4aa5528244b9;d39a0b5de72a;209cd97369ef;9b13e97bd457;042f7dd56c9f;e8b0b4fb20a3;08043a3b3773;6f54a518db35;792a97a32f20;07e82195fa63;3dccdbcb5f1a;4a68d84ef1b9;8a79a9bf8bcb,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,65,65,wait,,100,10,100,36,24,61,58,0.42,769.4,35.17,784.4,45.23,,,,,,,,,,,"{""filter_load_window_unreachable"":55,""filter_not_online"":3,""filter_remove_slack_too_short"":6,""rest_window_overlap"":36}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,65,65,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,36,24,61,58,0.42,769.4,35.17,784.4,45.23,f1844149d026,-34238.79,0.0,False,False,False,False,False,False,f1844149d026;4de4aadb2730;690c107cfd90;db4328502577;dc1721d4c918;0d225211a9c8;641236298745;4aa5528244b9;63cd1b3bf8ed;e0b4f1e99758;d46c1b405aba;df73c2e3fc2b;042f7dd56c9f;08043a3b3773;83ccb7ca125b;792a97a32f20;13e705cc075c;3dccdbcb5f1a;4a68d84ef1b9;8a79a9bf8bcb,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,66,66,wait,,100,10,100,42,27,58,57,0.37,769.4,35.38,784.4,45.23,,,,,,,,,,,"{""filter_load_window_unreachable"":57,""filter_remove_slack_too_short"":1,""rest_window_overlap"":42}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,66,66,wait,daily_rest_guard,100,10,100,42,27,58,57,0.37,769.4,35.38,784.4,45.23,f1844149d026,-34279.12,0.0,True,False,False,False,False,False,f1844149d026;690c107cfd90;59a9d6ad9ee8;db4328502577;d46c1b405aba;0d225211a9c8;df73c2e3fc2b;63cd1b3bf8ed;191fa03887c8;4aa5528244b9;6fefe60ef904;641236298745;4de4aadb2730;042f7dd56c9f;e0b4f1e99758;08043a3b3773;458f25ea06d7;83ccb7ca125b;c69f343d61a5;792a97a32f20,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,67,67,take_order,,200,20,200,57,41,115,122,0.49,1056.92,36.04,1086.92,49.26,,,,,,,,,,,"{""below_direct_net_threshold"":5,""filter_load_window_unreachable"":94,""filter_not_online"":28,""filter_remove_slack_too_short"":21,""rest_window_overlap"":24,""severe_negative_net"":1}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,68,68,wait,,100,10,100,28,25,65,62,0.4,348.24,36.96,363.24,45.73,,,,,,,,,,,"{""filter_load_window_unreachable"":55,""filter_not_online"":7,""filter_remove_slack_too_short"":10,""rest_window_overlap"":28}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,68,68,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,28,25,65,62,0.4,348.24,36.96,363.24,45.73,bb495b09838f,-11465.52,0.0,False,False,False,False,False,False,bb495b09838f;8ecd716a5a8a;0bc114e27928;2fde6c290c6d;ccf46aea883b;9fa385f6e035;a1aa8d1d6758;e39b6806c224;6d4e3ecc90ba;4e33f73d946f;7560a5a17db8;c8a6e3a76130;892742854fae;e9481f703d36;146c70c6ee78;7785344a51e1;2b2dd68b800c;20a167a7de4b;c4b726aee4c1;10f67245a417,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,69,69,wait,,100,10,100,36,34,63,57,0.29,970.76,37.17,985.76,41.62,,,,,,,,,,,"{""filter_load_window_unreachable"":56,""filter_not_online"":1,""filter_remove_slack_too_short"":7,""rest_window_overlap"":36}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,69,69,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,36,34,63,57,0.29,970.76,37.17,985.76,41.62,058deea0e3d2,-32398.7,0.0,False,False,False,False,False,False,058deea0e3d2;9fa385f6e035;a8a076ddd123;a1aa8d1d6758;5c11073e59e6;ccf46aea883b;4e33f73d946f;0bc114e27928;2fde6c290c6d;2b4763333fa3;de840ff77038;f94201b84240;c5b88d2300a8;ab168327bf09;e9481f703d36;146c70c6ee78;561c309ecf62;581e8a43ddf2;20a167a7de4b;c4b726aee4c1,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,70,70,wait,,100,10,100,32,30,67,67,0.33,970.76,37.39,985.76,43.76,,,,,,,,,,,"{""filter_load_window_unreachable"":66,""filter_not_online"":1,""filter_remove_slack_too_short"":1,""rest_window_overlap"":32}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,70,70,wait,daily_rest_guard,100,10,100,32,30,67,67,0.33,970.76,37.39,985.76,43.76,9fa385f6e035,-34469.34,0.0,True,False,False,False,False,False,9fa385f6e035;5c11073e59e6;e9481f703d36;de840ff77038;4e33f73d946f;2b4763333fa3;f94201b84240;581e8a43ddf2;c5b88d2300a8;561c309ecf62;20a167a7de4b;146c70c6ee78;c4b726aee4c1;b0304fab17b1;871e593dd781;b9989505a7d5;bdea033ac83b;530e781109dc;b31ac7383332;f1ca0a7bd78b,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,71,71,take_order,,200,20,200,36,32,126,127,0.62,559.68,37.98,589.68,50.83,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":89,""filter_not_online"":38,""filter_remove_slack_too_short"":37,""rest_window_overlap"":4,""severe_negative_net"":1}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,72,72,wait,,100,10,100,26,21,67,70,0.48,957.77,38.93,972.77,56.38,,,,,,,,,,,"{""filter_load_window_unreachable"":63,""filter_not_online"":7,""filter_remove_slack_too_short"":4,""rest_window_overlap"":26}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,72,72,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,26,21,67,70,0.48,957.77,38.93,972.77,56.38,8203f871a3f3,-34504.2,0.0,False,False,False,False,False,False,8203f871a3f3;b926d6ca3f61;e3b823492c54;ef6eeba126f7;935f3f7e6670;94045b577465;b2cccc48f623;52e86a4ee803;64054d8092eb;a78fbbb0c0e6;46945cf49a76;7af736d29d1e;70d5692c69d4;cf42b6312d3f;45c9d49158d1;b3d78656260f;feb386e76a99;4bdddfe3e81e;807b1d612852;cb2fd0710486,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,73,73,wait,,100,10,100,32,23,68,65,0.43,957.77,39.14,972.77,59.46,,,,,,,,,,,"{""filter_load_window_unreachable"":65,""filter_remove_slack_too_short"":3,""rest_window_overlap"":32}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,73,73,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,32,23,68,65,0.43,957.77,39.14,972.77,59.46,7f9d499f422f,-34181.02,0.0,False,False,False,False,False,False,7f9d499f422f;b926d6ca3f61;dbdd44379f1a;e3b823492c54;b2cccc48f623;a78fbbb0c0e6;64054d8092eb;46945cf49a76;70d5692c69d4;71d14283df11;4e569b175da8;cf42b6312d3f;45c9d49158d1;96fb18c0c55c;65e051fb35af;b3d78656260f;f6277b9c1c76;feb386e76a99;4bdddfe3e81e;e69f285eff19,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,74,74,wait,,100,10,100,31,23,69,67,0.43,957.77,39.36,972.77,59.46,,,,,,,,,,,"{""filter_load_window_unreachable"":67,""filter_remove_slack_too_short"":2,""rest_window_overlap"":31}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,74,74,wait,daily_rest_guard,100,10,100,31,23,69,67,0.43,957.77,39.36,972.77,59.46,7f9d499f422f,-34221.35,0.0,True,False,False,False,False,False,7f9d499f422f;a78fbbb0c0e6;b926d6ca3f61;dbdd44379f1a;64054d8092eb;70d5692c69d4;4e569b175da8;cf42b6312d3f;71d14283df11;65e051fb35af;96fb18c0c55c;b3d78656260f;f6277b9c1c76;feb386e76a99;cb8b5267f714;4bdddfe3e81e;e69f285eff19;807b1d612852;cb2fd0710486;cce4f674ddd9,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,75,75,take_order,,200,20,200,50,38,130,124,0.53,801.33,39.91,831.33,59.46,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":104,""filter_not_online"":20,""filter_remove_slack_too_short"":26,""rest_window_overlap"":26,""severe_negative_net"":2}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,76,76,wait,,100,10,100,24,15,72,63,0.67,491.75,40.61,506.75,19.83,,,,,,,,,,,"{""filter_load_window_unreachable"":59,""filter_not_online"":4,""filter_remove_slack_too_short"":13,""rest_window_overlap"":24}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,76,76,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,24,15,72,63,0.67,491.75,40.61,506.75,19.83,74b8e0bb0577,-17834.36,0.0,False,False,False,False,False,False,74b8e0bb0577;a8aebc0fe31c;dcfb8a36bf2d;d155b3f8714c;01134941c400;cfb5d20c81b3;1f316ac6403c;779ea80f1dfa;2aac4d19eddc;02222a869b7a;6d3cd00f3230;a4ac2eddab99;316fcbed092b;c9d0a554f9ad;342c6fb9f7f2;dbd48745b7e9;bb62b3ac0b8d;e87dd1d660dd;498878bf108e;06b27aa02394,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,77,77,wait,,100,10,100,33,30,62,59,0.33,410.74,40.83,425.74,31.34,,,,,,,,,,,"{""filter_load_window_unreachable"":54,""filter_not_online"":5,""filter_remove_slack_too_short"":8,""rest_window_overlap"":33}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,77,77,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,33,30,62,59,0.33,410.74,40.83,425.74,31.34,9207e575062a,-30456.84,0.0,False,False,False,False,False,False,9207e575062a;74b8e0bb0577;9454dd11c962;210a4eb0dd3a;40db69205c7b;2aac4d19eddc;fc4293044aa9;7ef129ab4e7d;228cd69d58ae;316fcbed092b;1f316ac6403c;c9d0a554f9ad;342c6fb9f7f2;24217ac12ced;293dc53f39e5;c9b7b586d049;dbd48745b7e9;bb62b3ac0b8d;a4ac2eddab99;b16ecfb89dfa,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,78,78,wait,,100,10,100,38,36,61,58,0.28,795.29,41.04,810.29,40.48,,,,,,,,,,,"{""filter_load_window_unreachable"":57,""filter_not_online"":1,""filter_remove_slack_too_short"":4,""rest_window_overlap"":38}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,78,78,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,38,36,61,58,0.28,795.29,41.04,810.29,40.48,40db69205c7b,-35055.65,0.0,False,False,False,False,False,False,40db69205c7b;228cd69d58ae;316fcbed092b;917e6296fe2b;c9d0a554f9ad;342c6fb9f7f2;24217ac12ced;293dc53f39e5;c9b7b586d049;dbd48745b7e9;7ef129ab4e7d;577840b1a1f2;bb62b3ac0b8d;55957bdc2607;572872abf9a0;498878bf108e;76bffb5f7a1b;2026b9ad66d6;76d7ebde6e71;4a5648538636,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,79,79,wait,,200,20,200,72,55,128,127,0.36,823.22,41.27,853.22,47.16,,,,,,,,,,,"{""filter_load_window_unreachable"":127,""filter_remove_slack_too_short"":1,""rest_window_overlap"":72}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,79,79,wait,daily_rest_guard,200,20,200,72,55,128,127,0.36,823.22,41.27,853.22,47.16,228cd69d58ae,-35015.3,0.0,True,False,False,False,False,False,228cd69d58ae;4d7adffd2e4e;40db69205c7b;c9d0a554f9ad;342c6fb9f7f2;24217ac12ced;293dc53f39e5;c9b7b586d049;8323c7658eb8;dbd48745b7e9;577840b1a1f2;917e6296fe2b;2aac4d19eddc;bb62b3ac0b8d;12d26e74478c;1f1e5fdb114c;747c64aa602c;42291b73ed9e;fabb5388e21a;2b0051d141f4,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,80,80,take_order,,200,20,200,34,21,147,132,0.95,780.29,41.85,810.29,61.85,,,,,,,,,,,"{""below_direct_net_threshold"":4,""filter_load_window_unreachable"":113,""filter_not_online"":19,""filter_remove_slack_too_short"":34,""rest_window_overlap"":14,""severe_negative_net"":5}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,81,81,wait,,100,10,100,35,22,58,55,0.45,960.49,42.6,975.49,63.27,,,,,,,,,,,"{""filter_load_window_unreachable"":48,""filter_not_online"":7,""filter_remove_slack_too_short"":10,""rest_window_overlap"":35}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,81,81,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,35,22,58,55,0.45,960.49,42.6,975.49,63.27,b7c9319a92cd,-25342.2,0.0,False,False,False,False,False,False,b7c9319a92cd;5fb843ff22b8;28b78fce110c;29a7b2a8435a;62ac7864ea27;2ca434d1e061;810a4ac96d65;572c6a9e504f;7e6ca5677df6;ef9d04fa753b;ff8bf6ec000e;f0748356d590;2a25d9c4fb18;ec485df02f89;b4987b8deda4;f5c9427feb1b;0d97a426a921;43879411be74;0e43f5bff4de;93e498b91aae,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,82,82,wait,,100,10,100,38,24,58,57,0.42,947.06,42.82,962.06,60.13,,,,,,,,,,,"{""filter_load_window_unreachable"":53,""filter_not_online"":4,""filter_remove_slack_too_short"":5,""rest_window_overlap"":38}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,82,82,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,38,24,58,57,0.42,947.06,42.82,962.06,60.13,e61c245bf126,-34601.97,0.0,False,False,False,False,False,False,e61c245bf126;b7c9319a92cd;2ca434d1e061;5557e80f81d6;ff8bf6ec000e;ec485df02f89;7e6ca5677df6;ef9d04fa753b;5fad17ee0061;ca76552a9804;915ff792a7fc;7294afc79056;43879411be74;9457269bfe24;cb500e334bb1;aa845cc02825;93e498b91aae;0b7482ff1820;ae18c0cda4ec;4622bea3f69c,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,83,83,wait,,100,10,100,36,24,63,60,0.42,947.06,43.03,962.06,69.05,,,,,,,,,,,"{""filter_load_window_unreachable"":59,""filter_not_online"":1,""filter_remove_slack_too_short"":4,""rest_window_overlap"":36}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,83,83,wait,daily_rest_guard,100,10,100,36,24,63,60,0.42,947.06,43.03,962.06,69.05,5557e80f81d6,-34653.62,0.0,True,False,False,False,False,False,5557e80f81d6;3ef6055e9e8f;69b360438f8a;ec485df02f89;915ff792a7fc;7e35848d3c83;39de24f9f5e3;43879411be74;f32c1b2fa885;cb500e334bb1;0b7482ff1820;ae18c0cda4ec;8db970e23a65;90cb03a1aca2;7108a647c1d1;fd0ce16c63ec;28a9be146690;d7c2d2778b3b;600d2d605c2a;2e25c9aab34f,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,84,84,take_order,,200,20,200,46,31,131,123,0.65,932.06,43.78,962.06,69.05,,,,,,,,,,,"{""filter_load_window_unreachable"":100,""filter_not_online"":23,""filter_remove_slack_too_short"":31,""rest_window_overlap"":29,""severe_negative_net"":4}",[],7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,85,85,wait,,100,10,100,36,27,62,53,0.37,784.9,44.54,799.9,51.09,,,,,,,,,,,"{""filter_load_window_unreachable"":51,""filter_not_online"":2,""filter_remove_slack_too_short"":11,""rest_window_overlap"":36}",[],7
wait,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,85,85,wait,positive_orders_failed_threshold_or_soft_risk,100,10,100,36,27,62,53,0.37,784.9,44.54,799.9,51.09,09adb49bfae0,-32843.89,0.0,False,False,False,False,False,False,09adb49bfae0;c20e46a27938;8c3403541d9b;2d20fa126649;0c956aee9602;4b1e4268c822;1589fa20a6af;5b22bbe6b4a4;053b3a5f72e6;f129d2bd0fb2;05d00fcd3d1b;e736f41f7ca0;5f53dc0839f3;d0b4b415f468;eaf71fb5c3c7;b7e27a6e777d;5379560ed652;510b177e618d;4cb3d674c875;a07b6843d3b7,"{""rest_window_overlap"":20}",{},7
query,runs/next_build/20260509/strict_pref,20260509_reference,0bcc30e5393c,840068ecd1b4,86,86,wait,,100,10,100,37,32,59,52,0.31,784.9,44.75,799.9,38.43,,,,,,,,,,,"{""filter_load_window_unreachable"":48,""filter_not_online"":4,""filter_remove_slack_too_short"":11,""rest_window_overlap"":37}",[],7
